Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Time	Loss
183	2475.8733	0.0	2475.8733	2475.8733	2484.0378	67.78899	2596.735	2386.915	1000.0	1000.0	182999	1126.3412301540375	2.6797135
184	2376.2002	0.0	2376.2002	2376.2002	1985.9531	968.53687	2599.8242	-263.75818	1000.0	1000.0	183999	1132.7017998695374	2.7611573
185	2565.1807	0.0	2565.1807	2565.1807	2416.5103	97.41792	2591.6184	2272.927	1000.0	1000.0	184999	1138.961739063263	2.7756782
186	2319.2083	0.0	2319.2083	2319.2083	2445.047	87.43173	2614.7046	2290.2505	1000.0	1000.0	185999	1145.1540532112122	2.6589258
187	2567.174	0.0	2567.174	2567.174	2479.6323	83.937096	2598.0415	2321.791	1000.0	1000.0	186999	1151.339685201645	2.7191787
188	2594.855	0.0	2594.855	2594.855	2661.6284	135.48038	2812.3494	2405.6191	1000.0	1000.0	187999	1157.5097570419312	2.7255785
189	2494.8796	0.0	2494.8796	2494.8796	2464.0	373.45667	2682.5312	1371.1758	1000.0	1000.0	188999	1163.7008550167084	2.6082232
190	2425.3198	0.0	2425.3198	2425.3198	2364.7092	306.95572	2559.4285	1480.7821	1000.0	1000.0	189999	1169.87797498703	2.7468514
191	2648.2002	0.0	2648.2002	2648.2002	2039.6279	831.9401	2641.7275	611.64996	1000.0	1000.0	190999	1176.15682888031	2.7794836
192	2541.8088	0.0	2541.8088	2541.8088	2413.1482	67.81603	2509.6885	2283.6816	1000.0	1000.0	191999	1182.3496792316437	2.8234265
193	2443.9534	0.0	2443.9534	2443.9534	2418.4133	67.619484	2554.196	2297.5012	1000.0	1000.0	192999	1188.5451300144196	2.9114594
194	2696.6143	0.0	2696.6143	2696.6143	2657.198	85.29504	2792.2004	2493.2766	1000.0	1000.0	193999	1194.7354502677917	2.7965946
195	2752.2766	0.0	2752.2766	2752.2766	2531.1343	71.04505	2645.6055	2452.5112	1000.0	1000.0	194999	1200.93936419487	2.677108
196	2452.399	0.0	2452.399	2452.399	2755.4766	87.79816	2851.4307	2545.9802	1000.0	1000.0	195999	1207.1242730617523	2.7010322
197	2723.9182	0.0	2723.9182	2723.9182	2439.9434	468.91782	2797.1274	1178.6088	1000.0	1000.0	196999	1213.3833470344543	2.7324567
198	2555.3662	0.0	2555.3662	2555.3662	2675.4167	99.5134	2891.0454	2553.7888	1000.0	1000.0	197999	1219.5553028583527	2.7165635
199	2734.501	0.0	2734.501	2734.501	2603.0576	49.592777	2696.8484	2522.668	1000.0	1000.0	198999	1225.7384481430054	2.8034408
200	2571.8418	0.0	2571.8418	2571.8418	2683.3035	77.93251	2779.8477	2509.8691	1000.0	1000.0	199999	1232.0392231941223	2.792866
201	1900.9945	0.0	1900.9945	1900.9945	2646.553	137.50209	2922.2864	2369.3464	1000.0	1000.0	200999	1238.2634460926056	2.696708
202	2717.132	0.0	2717.132	2717.132	2731.498	83.78194	2841.309	2559.5613	1000.0	1000.0	201999	1244.4592189788818	2.9240987
203	779.8492	0.0	779.8492	779.8492	2729.775	90.40062	2891.3933	2585.3506	1000.0	1000.0	202999	1250.7163109779358	2.9253962
204	2532.5486	0.0	2532.5486	2532.5486	2160.38	762.4732	2873.915	763.3634	1000.0	1000.0	203999	1256.9022569656372	2.8470993
205	2458.4424	0.0	2458.4424	2458.4424	2656.5571	82.10556	2820.5566	2534.3606	1000.0	1000.0	204999	1263.0938189029694	2.9461844
206	934.7534	0.0	934.7534	934.7534	2480.6685	779.4411	2866.4922	159.92213	1000.0	1000.0	205999	1269.679270029068	2.838553
207	2541.5823	0.0	2541.5823	2541.5823	2794.5073	101.4796	2927.0222	2550.5369	1000.0	1000.0	206999	1276.0988101959229	2.9026713
208	2755.5095	0.0	2755.5095	2755.5095	2748.3752	80.610306	2868.227	2581.9827	1000.0	1000.0	207999	1282.3826339244843	2.8698554
209	2463.9268	0.0	2463.9268	2463.9268	2707.9805	91.0789	2837.4707	2557.2266	1000.0	1000.0	208999	1288.6179599761963	2.9806545
210	2823.9329	0.0	2823.9329	2823.9329	2690.8762	88.16361	2885.61	2581.7288	1000.0	1000.0	209999	1294.9356129169464	2.9835167
211	2705.3716	0.0	2705.3716	2705.3716	2570.9807	91.574005	2727.025	2450.6465	1000.0	1000.0	210999	1301.3206341266632	3.1129253
212	1018.12726	0.0	1018.12726	1018.12726	2670.3657	83.98944	2822.7534	2556.2659	1000.0	1000.0	211999	1307.6462569236755	3.0066469
213	2769.1926	0.0	2769.1926	2769.1926	2613.2761	86.47748	2770.807	2462.8381	1000.0	1000.0	212999	1314.0357439517975	2.9460254
214	2870.7446	0.0	2870.7446	2870.7446	2837.1592	62.36002	2934.9736	2719.677	1000.0	1000.0	213999	1320.3640189170837	3.0851197
215	2672.951	0.0	2672.951	2672.951	2882.2014	54.57281	3000.513	2789.7585	1000.0	1000.0	214999	1326.709342956543	3.1662357
216	3060.6252	0.0	3060.6252	3060.6252	2625.9604	667.40955	3037.768	639.17645	1000.0	1000.0	215999	1333.0540120601654	3.101585
217	2775.1482	0.0	2775.1482	2775.1482	2810.7817	296.1578	3084.2988	2025.0995	1000.0	1000.0	216999	1339.3915610313416	2.9905279
218	2689.4602	0.0	2689.4602	2689.4602	2845.8635	49.291008	2930.106	2772.9758	1000.0	1000.0	217999	1345.712089061737	3.1851764
219	2790.004	0.0	2790.004	2790.004	2619.2913	615.87915	2961.9697	787.7124	1000.0	1000.0	218999	1351.982913017273	3.0677507
220	2822.3174	0.0	2822.3174	2822.3174	2882.0107	96.675644	3049.326	2700.2502	1000.0	1000.0	219999	1358.2117178440094	3.257605
221	2755.024	0.0	2755.024	2755.024	2873.2114	94.65903	2990.7192	2640.8618	1000.0	1000.0	220999	1364.4266922473907	3.4683936
222	3003.1912	0.0	3003.1912	3003.1912	2624.053	675.28687	2987.6062	607.80927	1000.0	1000.0	221999	1370.6574120521545	3.3530438
223	3038.9412	0.0	3038.9412	3038.9412	2918.387	111.51364	3090.8167	2744.3586	1000.0	1000.0	222999	1376.8996059894562	3.4363246
224	1886.6277	0.0	1886.6277	1886.6277	2712.2063	451.95535	2951.7808	1362.867	1000.0	1000.0	223999	1383.1348910331726	3.399735
225	3057.3	0.0	3057.3	3057.3	2858.3733	90.90863	3004.8953	2728.084	1000.0	1000.0	224999	1389.356341123581	3.3713603
226	2939.3447	0.0	2939.3447	2939.3447	2848.6663	103.91064	3012.8171	2674.5852	1000.0	1000.0	225999	1395.5347199440002	3.0654945
227	-358.82632	0.0	-358.82632	-358.82632	2588.5066	782.352	2940.6172	258.69327	1000.0	1000.0	226999	1401.778930902481	3.5954614
228	828.9751	0.0	828.9751	828.9751	2770.6218	58.481262	2856.8813	2647.1953	1000.0	1000.0	227999	1407.9849700927734	3.3319273
229	2874.98	0.0	2874.98	2874.98	2683.684	457.11133	3052.5964	1379.8903	1000.0	1000.0	228999	1414.2039849758148	3.2133446
230	384.40646	0.0	384.40646	384.40646	2415.2444	852.627	2936.556	679.873	1000.0	1000.0	229999	1420.560306072235	3.357441
231	2733.8213	0.0	2733.8213	2733.8213	2635.1619	650.9884	3009.8933	759.5685	1000.0	1000.0	230999	1426.7623579502106	3.520718
232	908.63104	0.0	908.63104	908.63104	2819.7327	73.16506	2900.4976	2643.013	1000.0	1000.0	231999	1433.0263302326202	3.4374306
233	2910.88	0.0	2910.88	2910.88	2644.719	61.07346	2737.1636	2524.098	1000.0	1000.0	232999	1439.3153479099274	3.5809941
234	2817.122	0.0	2817.122	2817.122	2722.7847	502.2473	3029.7942	1255.0779	1000.0	1000.0	233999	1445.70876121521	3.5331252
235	2791.2185	0.0	2791.2185	2791.2185	2414.0647	62.86825	2534.611	2310.5842	1000.0	1000.0	234999	1451.9796962738037	3.678854
236	2922.988	0.0	2922.988	2922.988	2657.6682	701.1356	3023.9219	575.70667	1000.0	1000.0	235999	1458.2125051021576	3.683987
237	2919.107	0.0	2919.107	2919.107	2770.777	319.20142	3026.854	1869.3613	1000.0	1000.0	236999	1464.4316380023956	3.571747
238	2774.2793	0.0	2774.2793	2774.2793	2932.9438	93.6728	3065.388	2764.8523	1000.0	1000.0	237999	1470.7076120376587	3.5931895
239	2824.1655	0.0	2824.1655	2824.1655	2380.3398	846.4062	3129.8743	457.8659	1000.0	1000.0	238999	1476.9041669368744	3.3510234
240	2940.659	0.0	2940.659	2940.659	2872.09	95.39841	3060.0723	2719.6853	1000.0	1000.0	239999	1483.1788449287415	3.62344
241	2698.2673	0.0	2698.2673	2698.2673	2671.1516	661.64136	3111.2004	740.53625	1000.0	1000.0	240999	1489.516044139862	3.4374473
242	2797.8667	0.0	2797.8667	2797.8667	2484.0952	1188.0328	3405.375	13.445422	1000.0	1000.0	241999	1495.8679602146149	3.8086543
243	3047.89	0.0	3047.89	3047.89	2048.0388	1111.9067	2903.1152	-117.231125	1000.0	1000.0	242999	1502.1987609863281	3.582712
244	3061.0251	0.0	3061.0251	3061.0251	3061.3	113.2615	3269.8618	2895.8435	1000.0	1000.0	243999	1508.5282571315765	3.7923448
245	2188.8408	0.0	2188.8408	2188.8408	2550.774	1037.775	3238.6414	211.22878	1000.0	1000.0	244999	1514.9509189128876	3.8512306
246	2737.29	0.0	2737.29	2737.29	2077.4282	1056.3682	2963.8103	328.50952	1000.0	1000.0	245999	1521.2801311016083	3.821853
247	67.09044	0.0	67.09044	67.09044	2464.5837	512.0982	2987.9326	1190.6246	1000.0	1000.0	246999	1527.4826290607452	3.6907225
248	2995.9148	0.0	2995.9148	2995.9148	2408.9211	817.5687	3179.983	613.1767	1000.0	1000.0	247999	1533.6804292201996	3.8336565
249	3047.0845	0.0	3047.0845	3047.0845	2426.562	852.5863	3078.6401	428.28375	1000.0	1000.0	248999	1539.8895008563995	3.6438878
250	2937.4998	0.0	2937.4998	2937.4998	1814.4252	1022.1959	2840.6707	26.577486	1000.0	1000.0	249999	1546.1596689224243	3.5827465
251	2914.332	0.0	2914.332	2914.332	2793.542	105.9708	2978.57	2553.0981	1000.0	1000.0	250999	1552.3897330760956	3.8556008
252	2956.417	0.0	2956.417	2956.417	2873.5403	87.216866	3030.5076	2680.094	1000.0	1000.0	251999	1558.6244502067566	3.710814
253	2503.7617	0.0	2503.7617	2503.7617	2686.4553	804.35645	3135.2642	302.35397	1000.0	1000.0	252999	1564.8627362251282	3.85194
254	3004.608	0.0	3004.608	3004.608	2819.1594	123.44949	2948.1753	2512.423	1000.0	1000.0	253999	1571.0594618320465	3.8237672
255	1613.824	0.0	1613.824	1613.824	2971.2214	213.55571	3243.0293	2407.972	1000.0	1000.0	254999	1577.2714030742645	3.8411646
256	2860.5808	0.0	2860.5808	2860.5808	2856.2454	119.27548	3018.542	2670.341	1000.0	1000.0	255999	1583.5432949066162	3.9537642
257	2938.3801	0.0	2938.3801	2938.3801	2358.0618	769.6699	3162.0386	779.4524	1000.0	1000.0	256999	1589.804053068161	3.803293
258	2959.8525	0.0	2959.8525	2959.8525	2913.7441	67.06253	3058.831	2802.6501	1000.0	1000.0	257999	1596.0147159099579	4.1288414
259	2998.6052	0.0	2998.6052	2998.6052	2762.1763	100.98845	2882.2324	2483.8726	1000.0	1000.0	258999	1602.2763969898224	4.1100125
260	2729.0718	0.0	2729.0718	2729.0718	2236.2031	1080.21	3167.4062	26.622883	1000.0	1000.0	259999	1608.5195939540863	3.8058352
261	2975.103	0.0	2975.103	2975.103	2472.854	959.0318	3107.939	129.42107	1000.0	1000.0	260999	1614.7636008262634	3.9868956
262	1044.0743	0.0	1044.0743	1044.0743	2813.1597	389.0285	3038.4436	1660.6187	1000.0	1000.0	261999	1621.0370030403137	4.2634697
263	2838.4565	0.0	2838.4565	2838.4565	2785.2488	109.301445	2984.906	2579.2937	1000.0	1000.0	262999	1627.2619190216064	3.946931
264	3176.6887	0.0	3176.6887	3176.6887	2993.9648	140.46735	3253.3423	2776.1104	1000.0	1000.0	263999	1633.5141150951385	3.9737344
265	2957.838	0.0	2957.838	2957.838	2355.9282	890.2204	3174.1685	845.968	1000.0	1000.0	264999	1639.7373921871185	4.2950315
266	3004.1145	0.0	3004.1145	3004.1145	2765.154	84.16161	2911.2441	2652.125	1000.0	1000.0	265999	1645.919883966446	3.9776816
267	2936.1418	0.0	2936.1418	2936.1418	2813.532	222.86336	3084.8206	2217.9438	1000.0	1000.0	266999	1652.1967208385468	3.913412
268	2658.7888	0.0	2658.7888	2658.7888	2745.7566	627.6494	3252.7974	1209.7606	1000.0	1000.0	267999	1658.4978721141815	4.300069
269	3182.064	0.0	3182.064	3182.064	2399.8235	775.73254	2995.3208	860.1653	1000.0	1000.0	268999	1664.7048161029816	4.126036
270	2677.4429	0.0	2677.4429	2677.4429	2878.5454	174.96439	3120.2307	2454.0317	1000.0	1000.0	269999	1671.072721004486	4.1426215
271	698.7184	0.0	698.7184	698.7184	1015.3159	1076.0648	3189.8887	-379.37943	1000.0	1000.0	270999	1677.5022232532501	4.383792
272	3014.1772	0.0	3014.1772	3014.1772	2055.576	1067.4358	3232.9485	217.30069	1000.0	1000.0	271999	1683.9027571678162	4.1193757
273	3136.2996	0.0	3136.2996	3136.2996	2152.6228	1046.2075	3150.3564	280.28293	1000.0	1000.0	272999	1690.4171810150146	3.8899353
274	3152.891	0.0	3152.891	3152.891	2060.155	1067.611	3173.3665	228.56613	1000.0	1000.0	273999	1696.811753988266	3.8546748
275	1766.9785	0.0	1766.9785	1766.9785	2552.1777	923.33405	3218.974	444.58072	1000.0	1000.0	274999	1703.177864074707	4.2949595
276	3100.507	0.0	3100.507	3100.507	1669.3059	1094.0824	3161.3882	289.6187	1000.0	1000.0	275999	1709.5994141101837	4.3915734
277	3031.1826	0.0	3031.1826	3031.1826	2502.4375	848.9431	3075.2642	156.44722	1000.0	1000.0	276999	1715.9491579532623	4.1250415
278	591.5619	0.0	591.5619	591.5619	2489.5151	802.6995	3217.2834	946.6138	1000.0	1000.0	277999	1722.4098801612854	4.0302887
279	1795.7516	0.0	1795.7516	1795.7516	1931.8105	1005.37683	2911.0176	-127.72426	1000.0	1000.0	278999	1728.7963509559631	4.1246433
280	2544.7754	0.0	2544.7754	2544.7754	2531.7585	794.3923	3157.606	893.6823	1000.0	1000.0	279999	1735.075937986374	4.2020617
281	2879.4517	0.0	2879.4517	2879.4517	2486.9038	1005.77515	3220.1147	-76.76648	1000.0	1000.0	280999	1741.2915060520172	4.5184717
282	1059.4966	0.0	1059.4966	1059.4966	2145.7422	1150.8038	3123.3674	93.57418	1000.0	1000.0	281999	1747.5630950927734	4.4137187
283	39.522358	0.0	39.522358	39.522358	2434.91	872.7908	3165.1506	338.60556	1000.0	1000.0	282999	1753.8252239227295	4.9526377
284	274.57574	0.0	274.57574	274.57574	1919.2214	1100.9191	3084.4875	161.177	1000.0	1000.0	283999	1760.0710139274597	4.4084525
285	2953.578	0.0	2953.578	2953.578	2781.8586	512.0269	3102.09	1269.9138	1000.0	1000.0	284999	1766.3733701705933	4.500502
286	2962.8047	0.0	2962.8047	2962.8047	1824.3518	848.057	2891.6912	694.079	1000.0	1000.0	285999	1772.75829911232	4.8960776
287	2631.8594	0.0	2631.8594	2631.8594	2560.2417	852.2386	3199.7117	177.46593	1000.0	1000.0	286999	1779.1524910926819	4.2493076
288	32.503395	0.0	32.503395	32.503395	2641.5054	649.54095	3109.2183	1006.56396	1000.0	1000.0	287999	1785.573292016983	5.1655946
289	2793.3962	0.0	2793.3962	2793.3962	2530.6135	725.078	3024.2642	836.0606	1000.0	1000.0	288999	1791.9373829364777	5.074715
290	2821.2476	0.0	2821.2476	2821.2476	2602.45	717.56604	3091.9211	569.5085	1000.0	1000.0	289999	1798.316200017929	5.225096
291	2870.1223	0.0	2870.1223	2870.1223	1994.7848	597.6947	2712.0432	803.6926	1000.0	1000.0	290999	1804.6845388412476	5.091959
292	2646.8823	0.0	2646.8823	2646.8823	1517.4973	1165.6425	3144.5642	-200.99173	1000.0	1000.0	291999	1811.0634939670563	5.638498
293	2901.9734	0.0	2901.9734	2901.9734	2633.5894	702.4106	3120.114	949.08765	1000.0	1000.0	292999	1817.4761972427368	5.413601
294	2972.8413	0.0	2972.8413	2972.8413	2805.7104	628.92505	3191.097	955.7402	1000.0	1000.0	293999	1823.7755279541016	5.0084023
295	2933.897	0.0	2933.897	2933.897	2815.7148	825.22565	3424.6443	918.03766	1000.0	1000.0	294999	1830.0009291172028	5.460156
296	2758.507	0.0	2758.507	2758.507	2274.0408	1144.8606	3173.5034	-64.69887	1000.0	1000.0	295999	1836.2737128734589	5.169753
297	3022.135	0.0	3022.135	3022.135	2357.0054	1225.0948	3352.4773	106.723564	1000.0	1000.0	296999	1842.4728691577911	5.2862415
298	36.17101	0.0	36.17101	36.17101	2498.6245	967.44556	3296.8389	922.64966	1000.0	1000.0	297999	1848.8040881156921	5.130349
299	3043.0813	0.0	3043.0813	3043.0813	1422.6213	1218.0991	3590.2273	-105.40717	1000.0	1000.0	298999	1855.1567549705505	5.2797785
300	3080.9631	0.0	3080.9631	3080.9631	2803.1985	103.08396	2974.7725	2611.5974	1000.0	1000.0	299999	1861.517884016037	5.0375247
301	2853.4038	0.0	2853.4038	2853.4038	2962.7175	265.2113	3183.3232	2217.2815	1000.0	1000.0	300999	1867.9567229747772	5.0564237
302	3041.6406	0.0	3041.6406	3041.6406	2566.971	603.9003	3038.1062	1251.2487	1000.0	1000.0	301999	1874.5364379882812	5.1466937
303	2963.6155	0.0	2963.6155	2963.6155	2695.5571	846.4686	3378.5195	1011.61707	1000.0	1000.0	302999	1880.9062931537628	5.17204
304	641.6418	0.0	641.6418	641.6418	2642.1086	859.75543	3254.976	512.19507	1000.0	1000.0	303999	1887.2116422653198	4.8313
305	3261.693	0.0	3261.693	3261.693	2927.8481	548.01917	3285.9436	1321.4811	1000.0	1000.0	304999	1893.4954738616943	5.775893
306	2202.956	0.0	2202.956	2202.956	3063.2246	105.12631	3249.606	2888.102	1000.0	1000.0	305999	1899.8275430202484	5.678182
307	3230.7026	0.0	3230.7026	3230.7026	2067.7012	1225.8077	3287.8054	-232.46413	1000.0	1000.0	306999	1906.140174150467	5.791682
308	3306.084	0.0	3306.084	3306.084	2983.247	592.3561	3572.9153	1683.1641	1000.0	1000.0	307999	1912.5047340393066	5.279692
309	3211.3257	0.0	3211.3257	3211.3257	2634.9182	896.0881	3503.7947	1160.7731	1000.0	1000.0	308999	1918.7152791023254	5.417344
310	3191.894	0.0	3191.894	3191.894	2842.981	716.23035	3327.147	1171.8224	1000.0	1000.0	309999	1924.9079439640045	5.4452634
311	3265.385	0.0	3265.385	3265.385	2706.1294	375.51486	3095.4841	1740.2043	1000.0	1000.0	310999	1931.0952529907227	5.1429396
312	3008.5144	0.0	3008.5144	3008.5144	2798.7766	506.05838	3110.9146	1314.8217	1000.0	1000.0	311999	1937.2684359550476	5.120489
313	3209.032	0.0	3209.032	3209.032	2991.525	345.23547	3197.365	1986.1675	1000.0	1000.0	312999	1943.4323530197144	4.921544
314	3071.372	0.0	3071.372	3071.372	3228.951	69.53826	3311.5784	3066.138	1000.0	1000.0	313999	1949.6963620185852	5.03896
315	3351.3086	0.0	3351.3086	3351.3086	2238.389	1137.7385	3160.4688	-12.608382	1000.0	1000.0	314999	1955.922264099121	5.261801
316	2916.8826	0.0	2916.8826	2916.8826	3088.3386	80.49767	3255.2625	2998.5364	1000.0	1000.0	315999	1962.1763699054718	5.6013417
317	3337.3967	0.0	3337.3967	3337.3967	1921.5078	1187.589	3330.4153	-94.128136	1000.0	1000.0	316999	1968.402936220169	5.771246
318	2997.4797	0.0	2997.4797	2997.4797	2734.0933	817.4252	3376.538	690.3384	1000.0	1000.0	317999	1974.5712540149689	5.625012
319	3044.351	0.0	3044.351	3044.351	2931.337	107.161705	3151.2544	2764.17	1000.0	1000.0	318999	1980.7914071083069	5.2344637
320	3012.5696	0.0	3012.5696	3012.5696	3040.5283	80.39881	3139.2039	2868.0383	1000.0	1000.0	319999	1987.067172050476	6.0221953
321	3019.6118	0.0	3019.6118	3019.6118	2410.0854	1066.7345	3408.8098	596.06244	1000.0	1000.0	320999	1993.29940199852	5.24492
322	3249.0825	0.0	3249.0825	3249.0825	2552.7322	941.58997	3324.825	676.12897	1000.0	1000.0	321999	1999.665936946869	5.7814684
323	3169.4915	0.0	3169.4915	3169.4915	3251.4458	84.04371	3378.133	3138.2014	1000.0	1000.0	322999	2005.971540927887	5.3164825
324	3238.4084	0.0	3238.4084	3238.4084	3295.773	72.899475	3417.283	3152.6335	1000.0	1000.0	323999	2012.2764620780945	5.7557073
325	2022.3259	0.0	2022.3259	2022.3259	2367.9373	1174.1747	3296.071	3.8894076	1000.0	1000.0	324999	2018.6894080638885	4.7713346
326	3020.969	0.0	3020.969	3020.969	3120.9216	91.03485	3363.7466	3004.6501	1000.0	1000.0	325999	2025.009173154831	5.402996
327	7.3754807	0.0	7.3754807	7.3754807	2956.0806	480.6634	3350.3003	1538.7488	1000.0	1000.0	326999	2031.9734909534454	5.6902466
328	1919.593	0.0	1919.593	1919.593	2449.8496	1050.7732	3289.7986	406.35397	1000.0	1000.0	327999	2039.3764910697937	5.8234386
329	3323.3303	0.0	3323.3303	3323.3303	2831.24	931.1201	3460.411	909.9846	1000.0	1000.0	328999	2046.9708302021027	5.712958
330	3391.3525	0.0	3391.3525	3391.3525	3033.8965	658.6868	3435.1077	1083.9438	1000.0	1000.0	329999	2054.009433031082	6.264014
331	3039.326	0.0	3039.326	3039.326	3044.5505	379.12372	3388.412	2017.8416	1000.0	1000.0	330999	2060.7448990345	5.9315567
332	3011.0752	0.0	3011.0752	3011.0752	3266.9077	83.72918	3461.1184	3160.5632	1000.0	1000.0	331999	2067.7325801849365	6.0929523
333	3091.4744	0.0	3091.4744	3091.4744	2993.484	97.961655	3138.9055	2766.218	1000.0	1000.0	332999	2074.8979201316833	5.994453
334	2996.0857	0.0	2996.0857	2996.0857	3126.1794	94.28566	3273.1472	3018.1934	1000.0	1000.0	333999	2081.8566970825195	6.111181
335	339.1035	0.0	339.1035	339.1035	3167.1443	92.48208	3271.4644	2992.4436	1000.0	1000.0	334999	2089.452185153961	5.7244406
336	3105.0203	0.0	3105.0203	3105.0203	3090.423	319.30835	3454.9	2342.3887	1000.0	1000.0	335999	2096.588070869446	5.276089
337	3200.7793	0.0	3200.7793	3200.7793	2950.8914	737.951	3517.1895	1050.0797	1000.0	1000.0	336999	2103.7005660533905	5.495531
338	3233.0176	0.0	3233.0176	3233.0176	3211.1125	113.48081	3341.89	2977.4568	1000.0	1000.0	337999	2110.7459740638733	5.4676933
339	3367.1624	0.0	3367.1624	3367.1624	3418.9753	92.94202	3594.1917	3290.9263	1000.0	1000.0	338999	2117.834930896759	5.5993423
340	3309.8342	0.0	3309.8342	3309.8342	3139.9387	99.147896	3323.8547	2956.7305	1000.0	1000.0	339999	2124.943792104721	5.7935877
341	3034.6917	0.0	3034.6917	3034.6917	3087.619	78.8455	3186.8247	2951.6262	1000.0	1000.0	340999	2132.0176010131836	5.5821824
342	2926.4495	0.0	2926.4495	2926.4495	2695.1382	1005.0215	3328.0867	-5.315599	1000.0	1000.0	341999	2139.143329143524	5.4183035
343	3094.7285	0.0	3094.7285	3094.7285	3024.7456	573.17957	3333.8044	1319.7773	1000.0	1000.0	342999	2146.2075610160828	5.2142634
344	3389.5652	0.0	3389.5652	3389.5652	3234.2974	161.39389	3478.7568	3020.8909	1000.0	1000.0	343999	2153.3169090747833	5.756925
345	3432.5298	0.0	3432.5298	3432.5298	3310.316	76.12922	3458.307	3189.669	1000.0	1000.0	344999	2160.5229110717773	5.335695
346	3101.7197	0.0	3101.7197	3101.7197	2947.7483	805.551	3396.177	550.93225	1000.0	1000.0	345999	2167.6841962337494	5.0031824
347	3108.837	0.0	3108.837	3108.837	3138.1538	208.95793	3311.4834	2555.305	1000.0	1000.0	346999	2174.735655069351	5.128238
348	3024.325	0.0	3024.325	3024.325	3129.887	508.11758	3603.311	1792.9967	1000.0	1000.0	347999	2181.889261007309	5.386137
349	3413.8215	0.0	3413.8215	3413.8215	3164.6106	126.9198	3322.5466	2868.9458	1000.0	1000.0	348999	2189.009799003601	5.0514483
350	3302.0972	0.0	3302.0972	3302.0972	3287.6594	63.405563	3414.3457	3222.0994	1000.0	1000.0	349999	2196.25678896904	5.5607963
351	3225.9268	0.0	3225.9268	3225.9268	3404.9133	106.780685	3548.552	3194.5396	1000.0	1000.0	350999	2203.469372034073	5.0966773
352	3461.5845	0.0	3461.5845	3461.5845	3337.4722	137.13776	3663.412	3159.42	1000.0	1000.0	351999	2210.558881044388	5.1202526
353	1825.0659	0.0	1825.0659	1825.0659	3298.312	165.04936	3534.1018	2978.8281	1000.0	1000.0	352999	2217.7004039287567	5.698453
354	3401.895	0.0	3401.895	3401.895	3273.5034	91.17867	3447.1472	3148.096	1000.0	1000.0	353999	2224.9048640727997	5.4186125
355	3400.0627	0.0	3400.0627	3400.0627	3040.9016	593.7436	3480.8164	1465.8457	1000.0	1000.0	354999	2232.2597410678864	5.70708
356	2922.2168	0.0	2922.2168	2922.2168	3209.8032	231.4936	3488.0728	2816.4336	1000.0	1000.0	355999	2239.5023550987244	5.4699435
357	3204.291	0.0	3204.291	3204.291	3290.7583	112.965416	3462.1133	3113.908	1000.0	1000.0	356999	2246.6853790283203	5.5084257
358	3511.1147	0.0	3511.1147	3511.1147	2532.2698	1140.07	3396.3628	136.1213	1000.0	1000.0	357999	2253.8870148658752	5.007618
359	2985.0706	0.0	2985.0706	2985.0706	2908.6204	525.6116	3423.3438	1479.688	1000.0	1000.0	358999	2261.2426810264587	6.0239034
360	3436.7527	0.0	3436.7527	3436.7527	3190.4998	257.50757	3541.8608	2605.6077	1000.0	1000.0	359999	2268.528095960617	5.4806542
361	3541.9412	0.0	3541.9412	3541.9412	3331.81	188.44908	3555.8022	2841.2876	1000.0	1000.0	360999	2275.6078991889954	5.515203
362	3378.1624	0.0	3378.1624	3378.1624	3277.2312	151.94412	3535.2546	2986.985	1000.0	1000.0	361999	2282.8148851394653	5.6674614
363	3433.9395	0.0	3433.9395	3433.9395	3222.7034	645.8775	3544.849	1294.5142	1000.0	1000.0	362999	2290.0657091140747	5.4944
364	3485.242	0.0	3485.242	3485.242	3068.853	986.3002	3576.3264	184.78517	1000.0	1000.0	363999	2297.43776011467	5.674789
365	3493.6758	0.0	3493.6758	3493.6758	3408.6528	168.94186	3636.5503	3069.1934	1000.0	1000.0	364999	2304.6843662261963	5.8000293
366	3511.6116	0.0	3511.6116	3511.6116	3364.5317	238.2219	3747.6047	2795.2483	1000.0	1000.0	365999	2311.834790945053	5.36712
367	3635.523	0.0	3635.523	3635.523	3450.4297	83.57305	3658.027	3337.5935	1000.0	1000.0	366999	2319.066661119461	5.6098685
368	3402.311	0.0	3402.311	3402.311	3397.5234	152.3897	3783.3354	3221.718	1000.0	1000.0	367999	2326.1631319522858	5.2380157
369	3457.6667	0.0	3457.6667	3457.6667	3224.0	87.941734	3367.809	3124.3096	1000.0	1000.0	368999	2333.3618669509888	5.123297
370	3419.0325	0.0	3419.0325	3419.0325	3394.474	160.0081	3616.9558	3075.352	1000.0	1000.0	369999	2340.635328054428	5.457789
371	3418.2166	0.0	3418.2166	3418.2166	3320.25	236.70255	3803.365	2978.945	1000.0	1000.0	370999	2347.894501209259	5.7781634
372	3585.4304	0.0	3585.4304	3585.4304	3371.7559	187.54974	3688.6436	2945.5015	1000.0	1000.0	371999	2355.0723910331726	5.597905
373	3321.189	0.0	3321.189	3321.189	3375.5884	84.17694	3543.798	3211.2324	1000.0	1000.0	372999	2362.3732879161835	4.8697686
