Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Time	Loss
46	81.065865	0.0	81.065865	81.065865	-114.36874	71.05882	14.866276	-230.8633	1000.0	1000.0	45999	270.20056200027466	0.5551623
47	-7.315716	0.0	-7.315716	-7.315716	175.8285	49.146637	240.69583	101.413895	1000.0	1000.0	46999	276.5183961391449	0.57097423
48	63.520863	0.0	63.520863	63.520863	349.38232	58.20208	437.94168	231.79993	1000.0	1000.0	47999	282.81669092178345	0.56988865
49	438.46332	0.0	438.46332	438.46332	291.19308	67.68897	401.9355	180.05081	1000.0	1000.0	48999	289.2135720252991	0.56610173
50	434.91653	0.0	434.91653	434.91653	394.82306	42.610973	475.33246	304.16736	1000.0	1000.0	49999	295.55481219291687	0.5708943
51	344.59763	0.0	344.59763	344.59763	456.11273	71.08838	583.42993	334.9871	1000.0	1000.0	50999	301.8532919883728	0.57169384
52	568.7346	0.0	568.7346	568.7346	482.91495	224.29718	716.5914	-22.99001	1000.0	1000.0	51999	308.160169839859	0.5741954
53	120.15029	0.0	120.15029	120.15029	420.84442	320.97675	781.2783	-90.56414	1000.0	1000.0	52999	314.4705400466919	0.60674375
54	862.79767	0.0	862.79767	862.79767	693.8023	142.68175	930.31726	467.53406	1000.0	1000.0	53999	320.8171269893646	0.62382436
55	475.292	0.0	475.292	475.292	622.1868	130.93616	788.6057	356.1766	1000.0	1000.0	54999	327.2221360206604	0.6861101
56	16.057829	0.0	16.057829	16.057829	123.12793	239.66606	624.0242	-116.49627	1000.0	1000.0	55999	333.5284068584442	0.69195354
57	-120.89824	0.0	-120.89824	-120.89824	332.11328	296.6644	663.4137	-91.01097	1000.0	1000.0	56999	339.8339829444885	0.7233952
58	211.51624	0.0	211.51624	211.51624	343.81476	266.53885	747.4448	-84.37914	1000.0	1000.0	57999	346.15163111686707	0.72735286
59	203.01605	0.0	203.01605	203.01605	199.59291	184.46953	528.438	-9.419927	1000.0	1000.0	58999	352.48584389686584	0.75102943
60	272.26602	0.0	272.26602	272.26602	374.01123	263.85425	685.2007	-34.719948	1000.0	1000.0	59999	358.88383507728577	0.79818064
61	516.03186	0.0	516.03186	516.03186	91.743126	185.05083	553.8505	-117.85192	1000.0	1000.0	60999	365.37902998924255	0.82676744
62	37.565495	0.0	37.565495	37.565495	67.94047	155.28722	425.94217	-92.66309	1000.0	1000.0	61999	371.857146024704	0.8611613
63	614.00543	0.0	614.00543	614.00543	587.1578	245.38165	897.8988	93.76144	1000.0	1000.0	62999	378.382630109787	0.86770946
64	-9.270931	0.0	-9.270931	-9.270931	371.52814	311.31552	795.8049	-37.462852	1000.0	1000.0	63999	384.8538279533386	0.91356057
65	443.6174	0.0	443.6174	443.6174	147.94548	167.01294	526.91943	-72.98507	1000.0	1000.0	64999	391.1755881309509	0.9088946
66	711.9121	0.0	711.9121	711.9121	674.2087	204.82896	897.6017	238.21483	1000.0	1000.0	65999	397.59120297431946	0.99846214
67	102.00492	0.0	102.00492	102.00492	190.23428	194.1735	602.903	-29.58571	1000.0	1000.0	66999	404.6818699836731	1.0202937
68	732.9279	0.0	732.9279	732.9279	111.8786	160.34557	426.86603	-59.399	1000.0	1000.0	67999	411.0796871185303	1.1137277
69	493.44644	0.0	493.44644	493.44644	146.6113	138.57149	395.79486	-104.9425	1000.0	1000.0	68999	417.4121460914612	1.1966748
70	-79.39584	0.0	-79.39584	-79.39584	342.4124	257.04904	735.3645	-75.52788	1000.0	1000.0	69999	423.7967200279236	1.1969749
71	-47.143166	0.0	-47.143166	-47.143166	349.53595	416.42505	1092.8147	-67.39295	1000.0	1000.0	70999	430.14318203926086	1.1957856
72	80.136566	0.0	80.136566	80.136566	169.63242	179.51433	496.7451	-95.02493	1000.0	1000.0	71999	436.5028610229492	1.2129253
73	273.6569	0.0	273.6569	273.6569	591.83325	349.16464	962.08514	-87.21351	1000.0	1000.0	72999	443.18115305900574	1.261718
74	274.25192	0.0	274.25192	274.25192	372.00937	325.12347	924.6577	-40.460865	1000.0	1000.0	73999	449.60121488571167	1.2558582
75	313.64694	0.0	313.64694	313.64694	400.96072	257.07852	723.09955	14.809014	1000.0	1000.0	74999	456.02184009552	1.2687768
76	631.714	0.0	631.714	631.714	498.2083	221.9697	692.81506	-68.14629	1000.0	1000.0	75999	462.6932210922241	1.337793
77	173.57051	0.0	173.57051	173.57051	550.27344	377.5253	1015.6113	-66.86134	1000.0	1000.0	76999	469.05396914482117	1.3842736
78	691.40393	0.0	691.40393	691.40393	508.67374	377.152	1044.0157	-42.020313	1000.0	1000.0	77999	475.3318510055542	1.3318413
79	202.80115	0.0	202.80115	202.80115	460.86664	258.24313	818.58856	16.580503	1000.0	1000.0	78999	481.6889009475708	1.3951213
80	26.02854	0.0	26.02854	26.02854	348.64145	395.84155	935.5863	-165.95831	1000.0	1000.0	79999	488.00841903686523	1.4401574
81	926.77905	0.0	926.77905	926.77905	680.54987	336.8307	1074.9158	-66.51744	1000.0	1000.0	80999	494.3365731239319	1.4762644
82	192.51736	0.0	192.51736	192.51736	809.9169	203.50752	1050.7827	278.8988	1000.0	1000.0	81999	500.6312618255615	1.451687
83	940.1402	0.0	940.1402	940.1402	289.00992	264.3948	731.1804	6.2888503	1000.0	1000.0	82999	506.931617975235	1.4969577
84	-99.86982	0.0	-99.86982	-99.86982	629.4504	281.7365	900.38007	33.57544	1000.0	1000.0	83999	513.2217080593109	1.6414702
85	1073.1484	0.0	1073.1484	1073.1484	502.0148	378.15018	1000.0295	-88.79871	1000.0	1000.0	84999	519.4724128246307	1.5638461
86	192.39355	0.0	192.39355	192.39355	869.8418	92.84762	1073.8276	690.4584	1000.0	1000.0	85999	525.7748341560364	1.6689826
87	1119.3705	0.0	1119.3705	1119.3705	814.6669	251.62317	1098.8999	294.06128	1000.0	1000.0	86999	532.0636398792267	1.6069511
88	1081.6833	0.0	1081.6833	1081.6833	837.36914	283.63947	1122.2837	108.03057	1000.0	1000.0	87999	538.3404951095581	1.671823
89	861.11194	0.0	861.11194	861.11194	711.699	372.62494	1119.2952	37.46176	1000.0	1000.0	88999	544.6087739467621	1.7453296
90	402.92566	0.0	402.92566	402.92566	991.55676	205.6898	1206.2056	489.4252	1000.0	1000.0	89999	550.9198980331421	1.6608605
91	74.17998	0.0	74.17998	74.17998	806.8673	228.21832	1026.9846	150.01053	1000.0	1000.0	90999	557.251088142395	1.811656
92	1165.469	0.0	1165.469	1165.469	688.40326	494.0319	1300.9106	-66.65335	1000.0	1000.0	91999	563.5305771827698	1.8685291
93	147.01936	0.0	147.01936	147.01936	856.6039	162.83237	1035.3127	439.23517	1000.0	1000.0	92999	569.7815630435944	2.0815806
94	988.3657	0.0	988.3657	988.3657	868.7225	306.8942	1210.4032	191.96335	1000.0	1000.0	93999	576.0444850921631	1.9339756
95	1012.5699	0.0	1012.5699	1012.5699	955.34	113.921234	1123.1042	714.9044	1000.0	1000.0	94999	582.3351001739502	2.040679
96	1194.3474	0.0	1194.3474	1194.3474	760.7948	305.36963	1101.3818	184.38094	1000.0	1000.0	95999	588.6913251876831	2.0052767
97	915.8828	0.0	915.8828	915.8828	798.8999	413.28033	1269.6781	-59.931652	1000.0	1000.0	96999	594.9669079780579	1.9586626
98	1033.806	0.0	1033.806	1033.806	716.2301	352.50406	1104.6333	108.11927	1000.0	1000.0	97999	601.2275078296661	2.052434
99	1146.7278	0.0	1146.7278	1146.7278	976.4032	74.09319	1085.7168	856.6469	1000.0	1000.0	98999	607.503613948822	2.1289043
100	726.10266	0.0	726.10266	726.10266	844.6411	328.52158	1238.3875	264.7865	1000.0	1000.0	99999	613.7915639877319	2.1965427
101	687.90137	0.0	687.90137	687.90137	810.1918	284.4958	1110.7953	81.493416	1000.0	1000.0	100999	620.1621069908142	2.1969762
102	484.60593	0.0	484.60593	484.60593	982.153	201.82474	1277.7393	445.7314	1000.0	1000.0	101999	626.4461290836334	2.0439072
103	719.8634	0.0	719.8634	719.8634	781.8148	194.97678	964.8057	265.2393	1000.0	1000.0	102999	632.6965479850769	2.3211522
104	812.59845	0.0	812.59845	812.59845	639.07465	259.7509	985.082	227.36856	1000.0	1000.0	103999	638.9643528461456	2.3659248
105	995.9268	0.0	995.9268	995.9268	924.5831	50.437057	1005.48425	848.3118	1000.0	1000.0	104999	645.2906458377838	2.3105533
106	865.04706	0.0	865.04706	865.04706	994.5967	113.940575	1211.6694	815.3204	1000.0	1000.0	105999	651.6344170570374	2.3386729
107	1086.689	0.0	1086.689	1086.689	878.5335	345.85504	1185.8816	-76.83941	1000.0	1000.0	106999	657.9293029308319	2.3675976
108	1069.1315	0.0	1069.1315	1069.1315	793.3516	265.93787	1077.9335	68.14692	1000.0	1000.0	107999	664.2824680805206	2.5078032
109	1167.3184	0.0	1167.3184	1167.3184	917.10254	270.6161	1357.8024	372.7682	1000.0	1000.0	108999	670.6063158512115	2.4338644
110	-62.56538	0.0	-62.56538	-62.56538	965.15515	326.44443	1206.4996	24.854122	1000.0	1000.0	109999	676.8746089935303	2.3988523
111	-169.15953	0.0	-169.15953	-169.15953	894.3502	123.241516	1092.4275	688.4961	1000.0	1000.0	110999	683.1950697898865	2.5667412
112	1147.5543	0.0	1147.5543	1147.5543	892.0918	199.05804	1124.0131	563.3565	1000.0	1000.0	111999	689.4444258213043	2.5625901
113	904.91907	0.0	904.91907	904.91907	725.7601	334.1047	1075.7822	-13.539808	1000.0	1000.0	112999	695.7339050769806	2.3903775
114	1039.6388	0.0	1039.6388	1039.6388	742.0828	248.84555	955.4845	208.73782	1000.0	1000.0	113999	702.0193231105804	2.5511491
115	1022.21564	0.0	1022.21564	1022.21564	870.5797	139.10094	1030.5347	533.27246	1000.0	1000.0	114999	708.3439798355103	2.6842635
116	203.04895	0.0	203.04895	203.04895	711.15564	378.1798	1071.3888	-50.701077	1000.0	1000.0	115999	714.6848728656769	2.5771317
117	859.64777	0.0	859.64777	859.64777	888.2793	253.13754	1106.1997	155.57109	1000.0	1000.0	116999	720.9681189060211	2.6863892
118	-141.2949	0.0	-141.2949	-141.2949	928.05273	326.14197	1121.8694	-28.828125	1000.0	1000.0	117999	727.278736114502	2.685759
119	870.49835	0.0	870.49835	870.49835	898.00275	90.73366	1074.2977	777.337	1000.0	1000.0	118999	733.5683488845825	2.5896232
120	-48.673298	0.0	-48.673298	-48.673298	1057.0958	55.031216	1144.845	938.0879	1000.0	1000.0	119999	739.8654918670654	2.5796943
121	964.1608	0.0	964.1608	964.1608	951.4621	85.51574	1058.7982	801.7579	1000.0	1000.0	120999	746.1791861057281	2.4377856
122	64.05632	0.0	64.05632	64.05632	812.4536	526.5274	1097.0776	-754.5557	1000.0	1000.0	121999	752.4504070281982	2.5558677
123	635.5168	0.0	635.5168	635.5168	794.8782	387.4372	1139.1189	-27.360834	1000.0	1000.0	122999	758.7328691482544	2.9682178
124	973.94257	0.0	973.94257	973.94257	735.2719	317.2933	1121.5333	141.1416	1000.0	1000.0	123999	765.0990250110626	2.8098722
125	951.1157	0.0	951.1157	951.1157	836.5138	265.55167	1109.2902	230.71808	1000.0	1000.0	124999	771.375962972641	2.714492
126	1004.1232	0.0	1004.1232	1004.1232	948.38055	229.38237	1133.3605	285.81714	1000.0	1000.0	125999	777.6869208812714	2.7619634
127	1072.5402	0.0	1072.5402	1072.5402	929.10675	346.11255	1167.9594	-64.88744	1000.0	1000.0	126999	783.9352087974548	2.6822352
128	-65.956825	0.0	-65.956825	-65.956825	978.92706	73.11371	1117.9741	886.0261	1000.0	1000.0	127999	790.224515914917	2.8452344
129	353.13443	0.0	353.13443	353.13443	942.7543	275.867	1154.459	230.37128	1000.0	1000.0	128999	796.541552066803	2.991396
130	893.5626	0.0	893.5626	893.5626	998.9964	79.06018	1194.2781	909.6629	1000.0	1000.0	129999	802.8026399612427	2.6933184
131	930.3802	0.0	930.3802	930.3802	806.06604	281.4289	1015.56396	-21.583525	1000.0	1000.0	130999	809.1195108890533	2.8077757
132	990.406	0.0	990.406	990.406	849.7122	161.12186	1054.3497	427.8087	1000.0	1000.0	131999	815.3734109401703	2.8258355
133	1151.1527	0.0	1151.1527	1151.1527	800.4381	324.12488	1176.3745	60.65823	1000.0	1000.0	132999	821.6573059558868	2.7448738
134	936.0846	0.0	936.0846	936.0846	917.87305	140.65721	1024.7778	518.45	1000.0	1000.0	133999	827.9238820075989	3.103514
135	955.72046	0.0	955.72046	955.72046	927.7987	298.23157	1110.7135	100.94046	1000.0	1000.0	134999	834.2060778141022	2.715362
136	916.55237	0.0	916.55237	916.55237	621.444	434.2685	1187.7736	-119.628494	1000.0	1000.0	135999	840.5214691162109	2.915065
137	977.65295	0.0	977.65295	977.65295	1073.1514	109.658875	1208.4177	811.5425	1000.0	1000.0	136999	846.7840929031372	2.8324108
138	1037.5432	0.0	1037.5432	1037.5432	794.3932	322.24997	1135.8713	-110.35972	1000.0	1000.0	137999	853.0791862010956	2.7589512
139	1126.2288	0.0	1126.2288	1126.2288	1134.7988	293.1856	1309.2367	269.02557	1000.0	1000.0	138999	859.4128928184509	2.8098786
140	-41.1391	0.0	-41.1391	-41.1391	977.0588	99.85215	1127.2684	756.46106	1000.0	1000.0	139999	865.7065620422363	3.1538677
141	946.3955	0.0	946.3955	946.3955	768.9581	359.78818	1162.5859	29.383514	1000.0	1000.0	140999	871.9601418972015	2.9954963
142	1008.3671	0.0	1008.3671	1008.3671	943.9611	213.69588	1110.8229	344.78586	1000.0	1000.0	141999	878.2111239433289	2.6937406
143	923.3587	0.0	923.3587	923.3587	1081.7042	131.86212	1303.4023	820.88904	1000.0	1000.0	142999	884.4379351139069	2.92279
144	925.5646	0.0	925.5646	925.5646	730.90576	780.5034	1180.3497	-1583.3973	1000.0	1000.0	143999	890.7026259899139	2.8720891
145	1086.5006	0.0	1086.5006	1086.5006	978.6032	266.5813	1232.595	352.93204	1000.0	1000.0	144999	896.9840250015259	2.8784432
146	1182.752	0.0	1182.752	1182.752	678.92163	340.30627	1105.3063	71.0909	1000.0	1000.0	145999	903.2819590568542	2.8523223
147	1018.32074	0.0	1018.32074	1018.32074	1122.7689	102.791176	1258.1909	951.5073	1000.0	1000.0	146999	909.5575017929077	2.859796
148	1122.8914	0.0	1122.8914	1122.8914	1120.9751	86.199554	1228.0374	979.14795	1000.0	1000.0	147999	915.8361649513245	2.8308232
149	909.8864	0.0	909.8864	909.8864	777.17206	314.83868	1199.5121	222.16545	1000.0	1000.0	148999	922.0789501667023	2.7141545
150	838.4818	0.0	838.4818	838.4818	956.8981	293.5588	1210.0292	131.21973	1000.0	1000.0	149999	928.3715569972992	3.1008902
151	1116.7087	0.0	1116.7087	1116.7087	866.81934	280.33945	1204.4684	477.96402	1000.0	1000.0	150999	934.6605980396271	2.9083173
152	1069.7074	0.0	1069.7074	1069.7074	1100.7274	139.36333	1261.819	753.48846	1000.0	1000.0	151999	940.9275529384613	2.825501
153	-1611.297	0.0	-1611.297	-1611.297	938.02167	292.39294	1304.7866	342.27765	1000.0	1000.0	152999	947.1972589492798	2.9372482
154	224.93262	0.0	224.93262	224.93262	1189.0569	78.70001	1376.4883	1072.6237	1000.0	1000.0	153999	953.4279458522797	2.9027543
155	1147.4108	0.0	1147.4108	1147.4108	820.1592	431.50507	1267.9818	-23.112844	1000.0	1000.0	154999	959.701532125473	3.127482
156	459.49936	0.0	459.49936	459.49936	1029.9299	419.65735	1303.8694	-156.65782	1000.0	1000.0	155999	966.0013191699982	3.0214965
157	1294.6783	0.0	1294.6783	1294.6783	1268.7175	97.81293	1430.4635	1133.3007	1000.0	1000.0	156999	972.337308883667	3.0011895
158	999.3553	0.0	999.3553	999.3553	1313.1654	261.17764	1486.2241	561.7421	1000.0	1000.0	157999	978.8264949321747	3.0208168
159	1261.3076	0.0	1261.3076	1261.3076	1135.5713	324.78436	1481.6456	300.27325	1000.0	1000.0	158999	985.1898858547211	3.0645957
160	1224.7275	0.0	1224.7275	1224.7275	1159.6108	195.32477	1366.089	613.0984	1000.0	1000.0	159999	991.4547719955444	3.1321385
161	1230.308	0.0	1230.308	1230.308	1197.1506	81.49421	1312.8158	1036.9315	1000.0	1000.0	160999	997.7360339164734	3.0309608
162	1378.99	0.0	1378.99	1378.99	1337.573	96.1816	1500.6366	1209.9817	1000.0	1000.0	161999	1003.9839389324188	2.9984727
163	1309.7764	0.0	1309.7764	1309.7764	1401.1151	78.2601	1565.3046	1228.4785	1000.0	1000.0	162999	1010.247908115387	2.830436
164	1291.6921	0.0	1291.6921	1291.6921	1439.1835	130.33693	1616.8439	1201.3918	1000.0	1000.0	163999	1016.5167138576508	2.8497148
165	1395.5109	0.0	1395.5109	1395.5109	1275.3807	246.44514	1489.3911	582.7008	1000.0	1000.0	164999	1022.765575170517	2.8901427
166	1159.6046	0.0	1159.6046	1159.6046	1316.4712	61.66462	1395.6392	1203.8734	1000.0	1000.0	165999	1029.0552790164948	3.0430536
167	1510.8427	0.0	1510.8427	1510.8427	1225.945	451.7918	1686.3662	-18.542826	1000.0	1000.0	166999	1035.3059329986572	3.0824268
168	1188.6748	0.0	1188.6748	1188.6748	1361.3818	247.35435	1639.0471	776.5753	1000.0	1000.0	167999	1041.5707650184631	3.0688522
169	1468.9834	0.0	1468.9834	1468.9834	1362.9152	138.2208	1568.3224	1042.936	1000.0	1000.0	168999	1047.8406698703766	3.104948
170	1302.9127	0.0	1302.9127	1302.9127	1361.3035	45.229443	1450.6564	1299.3679	1000.0	1000.0	169999	1054.1591579914093	3.0083303
171	1396.8934	0.0	1396.8934	1396.8934	1382.3048	134.83774	1590.198	1155.6555	1000.0	1000.0	170999	1060.488765001297	3.107493
172	1522.7064	0.0	1522.7064	1522.7064	1229.7386	568.531	1579.3091	-83.71666	1000.0	1000.0	171999	1066.7814869880676	3.0285769
173	1410.5668	0.0	1410.5668	1410.5668	1459.117	71.75935	1578.2317	1350.4646	1000.0	1000.0	172999	1073.0301780700684	3.3539302
174	1379.194	0.0	1379.194	1379.194	1471.5056	58.173763	1562.0457	1355.105	1000.0	1000.0	173999	1079.3109560012817	3.0758982
175	1512.5769	0.0	1512.5769	1512.5769	1410.0258	440.2103	1682.7556	113.3308	1000.0	1000.0	174999	1085.5943520069122	3.2091303
176	1479.5553	0.0	1479.5553	1479.5553	1426.3877	200.19757	1620.083	907.98846	1000.0	1000.0	175999	1091.951004743576	3.0129166
177	1649.1418	0.0	1649.1418	1649.1418	1525.2341	53.316956	1589.2891	1432.8059	1000.0	1000.0	176999	1098.2685570716858	3.1435688
178	1313.1072	0.0	1313.1072	1313.1072	1472.8156	132.14505	1714.7616	1266.3806	1000.0	1000.0	177999	1104.5126559734344	3.1990185
179	1560.743	0.0	1560.743	1560.743	1487.6606	201.15962	1705.936	1084.172	1000.0	1000.0	178999	1110.7668600082397	2.9839487
180	1696.7887	0.0	1696.7887	1696.7887	1590.9897	121.99211	1762.8713	1350.2256	1000.0	1000.0	179999	1117.0107901096344	3.1943028
181	1613.8217	0.0	1613.8217	1613.8217	1616.1068	110.9084	1734.1577	1360.639	1000.0	1000.0	180999	1123.3004829883575	2.9136763
182	1532.6475	0.0	1532.6475	1532.6475	1483.2957	124.19273	1742.553	1207.4695	1000.0	1000.0	181999	1129.5890181064606	2.9799535
183	1667.1605	0.0	1667.1605	1667.1605	1677.0271	186.91422	1975.4855	1318.9884	1000.0	1000.0	182999	1135.858267068863	3.178314
184	1649.5663	0.0	1649.5663	1649.5663	1674.2551	66.450424	1757.4553	1531.6117	1000.0	1000.0	183999	1142.095773935318	3.170663
185	1726.6423	0.0	1726.6423	1726.6423	1650.9401	116.23129	1801.3673	1422.6559	1000.0	1000.0	184999	1148.3302459716797	3.1408007
186	1856.4496	0.0	1856.4496	1856.4496	1544.9679	468.88318	1883.5417	211.64064	1000.0	1000.0	185999	1154.6693379878998	3.140045
187	1859.724	0.0	1859.724	1859.724	1742.9482	72.82686	1871.8231	1621.9271	1000.0	1000.0	186999	1160.947900056839	3.0928757
188	1631.207	0.0	1631.207	1631.207	1739.8519	174.51624	1951.938	1406.9084	1000.0	1000.0	187999	1167.2069020271301	3.3160934
189	838.6635	0.0	838.6635	838.6635	1511.7058	523.0509	1917.9359	100.97547	1000.0	1000.0	188999	1173.4592261314392	3.3145306
190	1836.1644	0.0	1836.1644	1836.1644	1696.8396	86.49859	1866.8203	1582.5328	1000.0	1000.0	189999	1179.7269070148468	3.2697976
191	1802.4783	0.0	1802.4783	1802.4783	1450.5652	399.82635	1723.3699	359.6792	1000.0	1000.0	190999	1186.0612399578094	3.1222887
192	676.8483	0.0	676.8483	676.8483	1649.9641	172.80774	1909.0391	1343.3262	1000.0	1000.0	191999	1192.2952318191528	3.256248
193	1588.3994	0.0	1588.3994	1588.3994	1628.6378	137.19206	1784.6786	1405.8572	1000.0	1000.0	192999	1198.5531899929047	3.4242263
194	1674.1477	0.0	1674.1477	1674.1477	1599.7053	421.021	1871.6482	408.2033	1000.0	1000.0	193999	1204.8448088169098	3.0627894
