Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	Time	Loss
143	1803.8578	0.0	1803.8578	1803.8578	1779.9512	144.08029	2062.162	1531.2574	1000.0	1000.0	142999	891.1174468994141	2.5541563
144	1810.0054	0.0	1810.0054	1810.0054	1906.8434	32.476784	1971.8374	1863.7328	1000.0	1000.0	143999	897.3784546852112	2.4821196
145	1603.3804	0.0	1603.3804	1603.3804	1807.8916	126.82506	2016.6395	1563.9818	1000.0	1000.0	144999	903.6310648918152	2.5827363
146	1738.326	0.0	1738.326	1738.326	2023.5344	109.68867	2204.501	1889.0519	1000.0	1000.0	145999	910.0267977714539	2.403491
147	1898.5782	0.0	1898.5782	1898.5782	1727.1555	636.3562	2137.0051	-164.56349	1000.0	1000.0	146999	916.7923808097839	2.4663327
148	1721.4065	0.0	1721.4065	1721.4065	1847.1545	117.14633	2032.3859	1713.7361	1000.0	1000.0	147999	923.4817078113556	2.5800176
149	1904.9795	0.0	1904.9795	1904.9795	1768.3219	170.88748	1983.3972	1463.7616	1000.0	1000.0	148999	929.7520127296448	2.405957
150	1777.561	0.0	1777.561	1777.561	1796.4543	107.77937	1912.0718	1572.0819	1000.0	1000.0	149999	936.0082199573517	2.470057
151	1858.9557	0.0	1858.9557	1858.9557	1841.6052	101.31376	2023.9003	1698.2345	1000.0	1000.0	150999	942.2490088939667	2.5305283
152	1890.8661	0.0	1890.8661	1890.8661	1863.1598	84.939476	1997.2351	1752.5314	1000.0	1000.0	151999	948.5560750961304	2.457849
153	1966.8475	0.0	1966.8475	1966.8475	1891.3334	125.0883	2057.1355	1709.4651	1000.0	1000.0	152999	954.7945599555969	2.6584036
154	1932.1127	0.0	1932.1127	1932.1127	1925.571	154.22858	2133.3167	1575.0334	1000.0	1000.0	153999	961.0173556804657	2.7190225
155	1939.949	0.0	1939.949	1939.949	1833.8539	88.166664	1957.5326	1666.3901	1000.0	1000.0	154999	967.2231857776642	2.7635684
156	1859.6205	0.0	1859.6205	1859.6205	1882.8523	98.93605	2086.1611	1742.9061	1000.0	1000.0	155999	973.61802983284	2.6227202
157	2268.2595	0.0	2268.2595	2268.2595	1799.524	109.29257	1912.1694	1602.995	1000.0	1000.0	156999	979.9113609790802	2.6658597
158	2029.0608	0.0	2029.0608	2029.0608	2104.5566	100.52334	2309.9355	1967.2397	1000.0	1000.0	157999	986.2320148944855	2.6932397
159	2204.3865	0.0	2204.3865	2204.3865	2225.819	153.09431	2583.3792	2087.7686	1000.0	1000.0	158999	992.4701528549194	2.6124587
160	2095.3948	0.0	2095.3948	2095.3948	2078.2114	78.178894	2162.2961	1910.6775	1000.0	1000.0	159999	998.7247476577759	2.7111006
161	1921.528	0.0	1921.528	1921.528	2065.8247	100.383224	2192.456	1867.6434	1000.0	1000.0	160999	1005.0163269042969	2.6049058
162	2278.9177	0.0	2278.9177	2278.9177	2231.2212	117.98233	2412.3115	2043.4026	1000.0	1000.0	161999	1011.2640137672424	2.6408308
163	1983.2499	0.0	1983.2499	1983.2499	1956.4924	313.90442	2157.5159	1044.8414	1000.0	1000.0	162999	1017.4962959289551	2.8228078
164	1998.6603	0.0	1998.6603	1998.6603	1804.907	460.02725	2078.4182	467.80542	1000.0	1000.0	163999	1023.7770948410034	2.6198292
165	2054.5327	0.0	2054.5327	2054.5327	1737.7527	395.14697	2147.638	643.36426	1000.0	1000.0	164999	1030.002379655838	2.8624952
166	2321.634	0.0	2321.634	2321.634	1975.7172	105.24437	2090.3586	1778.3547	1000.0	1000.0	165999	1036.6269738674164	2.6619556
167	2037.4532	0.0	2037.4532	2037.4532	2051.3425	417.95816	2291.313	811.8629	1000.0	1000.0	166999	1042.9091017246246	2.5988028
168	1871.5956	0.0	1871.5956	1871.5956	1885.0316	689.7353	2435.9683	-54.086193	1000.0	1000.0	167999	1049.157113790512	2.7217817
169	2094.07	0.0	2094.07	2094.07	2240.4482	177.96042	2562.2498	2048.808	1000.0	1000.0	168999	1055.5276248455048	2.9167569
170	97.12591	0.0	97.12591	97.12591	2096.2817	162.53497	2457.5125	1856.6027	1000.0	1000.0	169999	1061.775724887848	2.9653893
171	2240.9497	0.0	2240.9497	2240.9497	2172.526	154.78421	2502.4392	1986.1923	1000.0	1000.0	170999	1067.9838469028473	2.8344438
172	2228.068	0.0	2228.068	2228.068	2249.6128	117.17417	2461.037	2048.3376	1000.0	1000.0	171999	1074.1850428581238	2.6740663
173	1842.851	0.0	1842.851	1842.851	2303.4258	164.01376	2452.7102	1968.8741	1000.0	1000.0	172999	1080.4396529197693	2.9846387
174	2248.777	0.0	2248.777	2248.777	1959.7719	413.87613	2223.196	770.4839	1000.0	1000.0	173999	1086.8734538555145	2.9521005
175	2051.672	0.0	2051.672	2051.672	1977.7566	539.43335	2427.2844	712.64886	1000.0	1000.0	174999	1093.3616478443146	2.7958071
176	2338.398	0.0	2338.398	2338.398	2203.962	161.86024	2458.2085	1830.6758	1000.0	1000.0	175999	1099.6631698608398	2.889352
177	2150.3662	0.0	2150.3662	2150.3662	2216.892	187.90567	2397.6543	1753.7277	1000.0	1000.0	176999	1105.9297506809235	2.8996964
178	2375.545	0.0	2375.545	2375.545	2308.5398	147.5827	2517.969	2051.3887	1000.0	1000.0	177999	1112.1386768817902	2.8800263
179	1483.7068	0.0	1483.7068	1483.7068	1993.0686	565.7333	2364.5205	423.41946	1000.0	1000.0	178999	1118.9031219482422	2.8925188
180	-158.86812	0.0	-158.86812	-158.86812	1737.4056	848.7848	2405.3298	-233.15494	1000.0	1000.0	179999	1125.3977060317993	3.2265048
181	2219.3787	0.0	2219.3787	2219.3787	1853.864	616.1931	2321.4385	508.74698	1000.0	1000.0	180999	1131.760695695877	3.0758374
182	2143.1538	0.0	2143.1538	2143.1538	2336.1672	171.05356	2529.3037	1966.2894	1000.0	1000.0	181999	1138.0118877887726	3.2754939
183	2531.2334	0.0	2531.2334	2531.2334	2050.616	361.71597	2423.4268	1238.3722	1000.0	1000.0	182999	1144.3900706768036	3.1244638
184	-215.41235	0.0	-215.41235	-215.41235	2066.852	182.86919	2342.6985	1726.6814	1000.0	1000.0	183999	1150.6735260486603	3.3919268
185	2264.8271	0.0	2264.8271	2264.8271	1802.7279	630.1748	2209.1895	75.21475	1000.0	1000.0	184999	1156.868726015091	3.2395191
186	2531.492	0.0	2531.492	2531.492	2047.2034	524.4604	2386.4507	532.54913	1000.0	1000.0	185999	1163.036311864853	3.1718214
187	2076.0024	0.0	2076.0024	2076.0024	1886.449	490.8407	2286.5623	556.04694	1000.0	1000.0	186999	1169.3219630718231	3.1394837
188	2178.0203	0.0	2178.0203	2178.0203	1957.5543	374.86398	2297.3347	941.3135	1000.0	1000.0	187999	1175.5499427318573	3.5383463
189	2251.3225	0.0	2251.3225	2251.3225	2225.1245	174.00688	2582.3713	2038.4636	1000.0	1000.0	188999	1181.7550070285797	3.108943
190	1227.2012	0.0	1227.2012	1227.2012	2176.3591	121.00296	2393.774	1959.7268	1000.0	1000.0	189999	1187.994990825653	3.0365157
191	2162.3381	0.0	2162.3381	2162.3381	2372.3142	142.87454	2545.8665	2106.816	1000.0	1000.0	190999	1194.163741827011	3.232154
